Signup_Date,Name,Email,Phone,Product_Type,Plan_Tier,Delivery_Method,Account_Type,Linked_Accounts_Count,Voice_Accent_Anomaly_Flag,Completion_Time,IP_Address,Fraud_Risk_Flag
2024-07-26,John Williams,charlenejones@example.net,0134 6765,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,2,None,594,94.181.147.87,0
2026-06-21,Jason Kirby,kelleyjennifer@example.net,(07)-3664-9963,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,589,125.197.212.144,0
2026-01-15,Amy Aguilar,richardsonmichael@example.net,(07)-8740-2972,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,1,None,555,39.34.142.194,0
2024-04-27,James Washington,pyork@example.org,+61 2 5322 5625,5G Mobile Plan,Basic,eSIM via App,Existing Account,2,None,473,162.13.249.17,0
2026-01-29,Michael Gomez,davidsawyer@example.com,+61-492-093-866,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,533,213.26.105.145,0
2026-08-28,Dillon Lopez,rebecca11@example.org,0452-283-030,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,None,219,94.225.113.1,0
2024-03-10,Traci Aguirre,stephenspaula@example.com,(03) 0499 4237,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,None,548,52.243.91.23,0
2024-07-14,Chad Fitzgerald,jacksonscott@example.com,+61 3 9488 1779,5G Mobile Plan,Basic,Physical SIM,Existing Account,0,None,528,188.17.220.163,0
2025-03-07,David Hahn,williamspatricia@example.com,+61.477.877.091,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,None,119,204.162.35.26,0
2025-12-02,Samantha Holmes,xgardner@example.org,0839471223,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,None,462,137.117.111.241,0
2024-11-06,Jacob Miller,abigailmoore@example.net,+61309222161,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,None,242,223.124.200.190,0
2025-02-25,Sandy Harding,hortongregory@example.org,36191147,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,0,None,360,13.7.39.234,0
2025-10-17,Erin Tapia DVM,jaredthomas@example.net,+61 476 706 011,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,None,362,81.235.223.96,0
2025-07-15,Randy Leon,longautumn@example.com,02-3700-2980,5G Mobile Plan,Basic,eSIM via App,Existing Account,1,None,152,110.68.77.241,0
2025-07-29,Terri Beard,jerry35@example.org,77944597,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,None,260,174.111.16.136,0
2026-08-05,Veronica Wilson,joshuamoses@example.org,25437834,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,None,310,147.33.168.233,0
2025-02-15,Ronald Knight,thomasashley@example.net,2038.9432,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,None,271,162.191.199.234,0
2026-07-21,Ashley Evans,angelacole@example.net,0439-728-431,5G Mobile Plan,Essential,eSIM via App,Existing Account,2,None,329,60.241.187.2,0
2024-03-04,Dennis Phillips,gabriellehouston@example.com,+61759188793,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,1,None,373,1.108.101.203,0
2026-08-26,Gregory Garcia,qspencer@example.org,46624217,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,None,246,146.68.162.227,0
2024-10-08,Kristina Gross,steven99@example.com,8572 5150,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,None,289,194.107.234.51,0
2024-10-26,Mark Harris,gaytabitha@example.net,79187146,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,0,None,85,133.219.19.253,0
2025-02-02,Jesse Kennedy,iconway@example.com,56534794,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,None,203,40.46.136.27,0
2024-05-31,Chelsea Brooks,shannonnelson@example.net,0782632981,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,1,None,312,151.229.174.72,0
2024-07-25,Amanda Morgan,david56@example.org,+61.478.048.838,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,327,144.160.90.178,0
2025-09-23,Mathew Mann,rebeccaaguilar@example.org,02.6674.7062,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,None,326,96.218.104.38,0
2024-03-20,Jay Brown,chavezheather@example.com,+61.3.5176.1567,5G Mobile Plan,Essential,eSIM via App,Existing Account,2,None,482,140.207.22.199,0
2025-01-11,Courtney Moreno,robert47@example.com,+61 433 166 661,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,271,30.176.147.250,0
2026-07-08,Traci Fisher,paula59@example.com,0235112008,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,None,181,148.252.116.43,0
2025-11-15,Wendy Patterson,dellis@example.org,07.9348.1190,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,None,219,203.239.172.9,0
2024-11-21,Samuel Carter,davisanthony@example.org,(08).0296.5560,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,522,214.232.105.128,0
2026-04-11,Terry Clark,jessica79@example.org,+61758441417,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,2,None,67,64.225.11.241,0
2024-05-06,Edward Ward,mkirk@example.com,+61 418 088 166,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,1,None,132,72.199.5.67,0
2025-08-23,Michael Butler,bakercarlos@example.com,02.1917.9669,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,None,467,178.148.196.64,0
2024-07-23,Veronica Williams,rharris@example.com,+61.445.633.265,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,None,96,162.225.187.130,0
2025-08-05,David Diaz,selenawright@example.com,+61 7 6564 5955,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,555,78.32.138.173,0
2024-01-02,Marilyn Romero,tanya92@example.net,(08).2615.2235,5G Mobile Plan,Basic,eSIM via App,New Unrecognized Account,2,None,123,21.63.44.53,0
2026-08-16,Darryl Baker,breanna16@example.net,+61.7.6030.2808,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,81,138.3.224.146,0
2025-06-12,Jordan Gallagher,pricechris@example.org,+61-8-6087-0737,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,None,215,11.239.85.166,0
2024-02-16,Vanessa Martinez,laura69@example.com,+61-453-550-507,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,390,192.203.197.172,0
2026-04-04,Kevin Gardner,kimberly65@example.org,(03).4629.3018,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,None,491,72.143.113.247,0
2026-07-27,Katie Randall,morganroger@example.net,+61 8 5004 0525,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,None,462,207.225.8.204,0
2025-12-21,Marissa Copeland,duncancatherine@example.com,0442 602 140,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,2,None,560,168.19.66.94,0
2026-01-04,Ana Gonzalez,millerjennifer@example.com,(08) 2145 9827,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,511,183.133.164.90,0
2025-01-18,Courtney Miller,moorejames@example.com,+61-472-876-521,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,None,351,103.109.106.209,0
2026-03-22,Louis Harris,pramirez@example.org,57932495,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,262,172.220.131.149,0
2024-03-12,Sharon Cox,dlewis@example.net,03-2806-6350,5G Mobile Plan,Essential,eSIM via App,Existing Account,2,None,501,37.233.58.198,0
2026-08-11,Carrie Mueller,joshua48@example.com,+61.440.632.280,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,89,198.182.199.255,0
2025-06-22,Sue Heath,brooksrobert@example.com,07.8095.7096,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,1,None,187,214.72.191.176,0
2026-03-14,Jay Gomez,walshlisa@example.org,+61.7.4519.6941,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,None,574,107.30.52.193,0
2026-01-11,Kristin Bush,dennis93@example.org,+61 8 8676 5429,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,221,92.60.227.104,0
2025-07-12,Peter Garcia,hking@example.com,78065184,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,1,None,108,10.255.114.96,0
2026-02-14,Dominic Klein,vrobinson@example.com,+61.405.201.616,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,217,196.120.191.52,0
2026-03-25,Brian Butler,brian82@example.net,0416-025-393,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,None,134,198.196.117.182,0
2024-03-19,Hunter Smith,joshua38@example.net,+61-456-610-438,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,149,122.42.1.169,0
2026-08-14,Renee Byrd,triley@example.net,+61.495.118.440,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,421,91.212.229.154,0
2024-09-04,Cameron Black,oayala@example.com,+61 425 390 188,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,116,11.36.122.186,0
2024-09-24,Jeremy Gay,terrymichael@example.com,(08) 8843 1078,5G Mobile Plan,Basic,eSIM via App,Existing Account,1,None,446,80.171.195.201,0
2024-07-25,Wendy Barton,valerieburns@example.com,69578799,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,305,41.161.25.75,0
2025-07-22,Lauren Hurst,wendy48@example.com,(07)-1273-4850,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,590,177.124.226.48,0
2024-12-02,Zachary Gutierrez,marissanoble@example.com,+61-419-612-312,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,108,169.171.225.176,0
2025-10-01,Brenda Forbes,sscott@example.org,0401-671-352,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,None,592,101.62.198.51,0
2024-02-22,Amy Diaz,hspears@example.org,0422-922-040,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,1,None,545,198.190.28.124,0
2025-06-11,Eric Garcia,wallteresa@example.net,+61-402-106-030,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,287,6.21.248.228,0
2024-08-11,Charles Johnson,shelly91@example.org,08-9212-0815,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,2,None,467,52.188.106.247,0
2026-02-19,Christopher Rodriguez,helen81@example.com,+61 2 2086 7927,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,None,118,6.71.38.102,0
2025-01-15,Julia Clark,lramirez@example.net,+61.467.990.999,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,0,None,353,84.99.239.110,0
2024-03-09,Wanda Harrison,woodardlinda@example.org,45992222,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,None,186,31.59.229.186,0
2025-12-17,Douglas Mccormick,hjones@example.org,0231157488,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,None,381,125.69.160.133,0
2024-06-06,Joshua Mcgrath,wfitzpatrick@example.net,08-0186-5404,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,181,41.144.113.204,0
2024-11-20,Jordan Hunter,jonathan99@example.net,(03)13397496,5G Mobile Plan,Basic,eSIM via App,New Unrecognized Account,1,None,126,159.56.34.161,0
2024-06-20,Alexander Dillon,langsamantha@example.net,+61-441-177-052,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,253,199.79.56.59,0
2025-06-07,Kristy Figueroa,zcopeland@example.com,5306-3910,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,558,33.50.219.215,0
2025-12-22,Mr. Shawn Garcia,marco32@example.org,5278-3264,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,2,None,142,197.182.114.178,0
2026-08-18,Katherine Montoya,jordanmcintosh@example.org,+61 8 0064 9892,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,0,None,264,173.128.146.61,0
2026-03-21,Patrick Wilkerson,riddlenicole@example.org,(08) 3117 1602,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,0,None,364,160.210.81.208,0
2025-08-15,James Dixon,william65@example.org,+61 3 7996 5448,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,1,None,512,177.137.132.82,0
2025-12-18,Alyssa Kennedy DDS,fcain@example.net,+61 495 516 686,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,243,190.254.31.198,0
2026-06-18,Nicholas Lynch,halllori@example.org,0529-8541,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,None,240,186.24.182.198,0
2026-08-28,Jeffrey Rose,kochjoshua@example.org,0796054364,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,2,None,133,218.185.98.44,0
2025-05-13,Maria Hood,douglasheather@example.org,(07)-0492-1053,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,1,None,114,119.12.84.169,0
2026-03-30,Abigail Casey,psilva@example.org,+61.452.195.487,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,277,3.64.174.188,0
2025-09-01,Jennifer Gonzales,jerrybrown@example.org,3945.8720,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,426,130.104.230.160,0
2025-01-27,Anthony House,colin77@example.org,0413-675-023,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,0,None,75,181.32.11.107,0
2024-11-17,Thomas Harris,cynthia18@example.org,31103010,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,10,Yes - Accent Mismatch Suspected,18,192.168.1.1,1
2026-07-03,Anthony Fernandez,dawnfrench@example.net,7003.4803,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,274,65.81.31.206,0
2026-08-27,Laura Reed,adam38@example.com,(02)10625241,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,None,412,90.249.162.226,0
2025-03-21,Kelly Cox,kevinkelley@example.org,08 2935 5121,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,None,51,55.12.226.165,0
2026-06-12,Shaun Mills,edward77@example.com,(02)-2280-0299,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,278,123.247.7.63,0
2024-03-24,Edwin Harrington,michael04@example.com,0471.362.444,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,301,48.179.167.225,0
2024-07-30,Anthony Colon,robert01@example.org,0407 029 225,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,None,475,159.173.122.19,0
2024-12-25,Adam Willis,wisejennifer@example.com,(02).1881.9997,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,None,579,163.189.237.224,0
2025-05-15,Benjamin Adams,zmoses@example.org,1424 9887,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,None,275,187.218.67.167,0
2024-07-14,Danielle Lewis,ashleyjohnson@example.org,+61-3-0338-6164,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,None,595,186.11.99.69,0
2025-06-29,Sheila Herrera,bensonapril@example.com,0797285584,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,2,None,195,63.217.242.141,0
2026-04-06,Angela Miller,zachary57@example.net,0476.999.895,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,559,158.230.21.23,0
2024-07-05,Robert Welch,hbeltran@example.com,01995508,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,454,42.86.162.18,0
2026-07-04,Jesse Martin,rgomez@example.org,0405 193 176,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,None,509,89.132.15.50,0
2026-06-20,Matthew Brown,hendrickscody@example.com,+61 2 5997 8586,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,192,189.102.113.243,0
2024-04-27,John Savage,karlwatson@example.net,08.7611.2503,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,77,67.201.199.114,0
2025-02-27,Anita Anderson,egarcia@example.org,+61 7 5360 8581,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,88,175.193.169.153,0
2024-11-20,Willie Archer DDS,matthewsjason@example.net,+61-406-803-937,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,None,347,184.190.33.117,0
2026-02-06,Jason Nichols,rachael86@example.net,0440-283-911,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,None,179,94.56.69.96,0
2025-04-24,Marie Ortega,gerald32@example.com,(02).1684.9131,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,None,168,194.150.30.208,0
2024-11-15,Patrick Hunter,jarvismolly@example.net,07 5809 6694,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,None,337,10.88.115.25,0
2025-07-21,Lee Watson,caitlin24@example.com,4781-8617,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,197,90.227.223.40,0
2024-09-20,Tristan Howard,aaronroth@example.com,1713-5664,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,0,None,189,97.251.53.243,0
2025-06-03,Gabriel Lopez,averymelissa@example.net,+61 441 398 854,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,None,542,131.217.253.43,0
2025-11-19,Mark David,amy93@example.com,8349.1898,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,0,None,73,63.71.208.167,0
2024-05-21,Jason Anderson,ijimenez@example.net,+61-2-1491-6553,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,387,166.243.211.41,0
2025-12-21,Madison Palmer,williamsmegan@example.com,07.4843.6358,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,333,98.87.158.129,0
2024-11-14,Dr. Edgar Harmon,jwright@example.org,(08)-0718-5398,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,99,59.155.182.59,0
2025-06-14,Samuel Smith,toddyoung@example.net,5617 5611,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,None,203,23.34.112.186,0
2024-04-18,Phillip Hernandez,vhowell@example.com,07.7768.6038,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,543,174.74.214.47,0
2025-12-02,Jeffrey Ross,laura34@example.com,03 5653 9963,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,1,None,383,93.254.185.14,0
2025-09-08,Ryan Lane,matthew52@example.com,(03)88802155,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,333,44.119.180.206,0
2024-05-14,Gregory Robinson,tara01@example.org,+61-3-5191-8177,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,2,None,50,215.132.67.247,0
2024-11-28,Virginia Trevino,griffinsharon@example.net,+61-437-956-824,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,None,79,214.115.12.122,0
2025-03-05,Joseph Bradshaw,ramseyrobert@example.org,03.8669.8189,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,None,276,153.93.38.232,0
2025-05-21,Amber Brown,vincent75@example.com,0433.794.949,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,2,None,395,190.140.58.103,0
2026-07-13,Tiffany Alvarado,shawnsilva@example.net,8211-1364,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,572,118.72.15.224,0
2025-05-26,Jennifer Campbell,jillharvey@example.com,(07)65452649,5G Mobile Plan,Basic,Physical SIM,Existing Account,0,None,239,208.55.100.215,0
2025-11-10,Dustin Rivera,tmcgee@example.net,+61 3 7389 1879,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,64,211.194.148.42,0
2026-04-07,Tammy Vasquez,uhayes@example.org,+61 3 1805 4610,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,456,13.253.1.118,0
2025-05-01,Kyle Roach,bcarr@example.org,+61 401 943 108,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,0,None,493,20.232.185.132,0
2025-11-25,Jeremy Davis,kara01@example.com,+61 7 0859 3913,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,None,495,44.64.213.125,0
2026-03-30,John Ford,ryanjones@example.net,0883.6476,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,284,141.157.196.164,0
2026-08-13,Jennifer Santiago,jhorton@example.org,08 6234 3816,5G Mobile Plan,Essential,eSIM via App,Existing Account,1,None,495,20.207.171.54,0
2024-03-01,David Myers,haley32@example.com,+61-3-9380-2738,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,1,None,404,5.53.232.241,0
2025-07-19,Stephen Hall,alison77@example.net,+61-3-1797-8975,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,62,38.122.108.135,0
2025-08-13,Katelyn Taylor,rogersalyssa@example.com,(07) 9545 7974,5G Mobile Plan,Premium,eSIM via App,Existing Account,0,None,293,178.166.122.232,0
2024-11-26,Spencer Brooks,vbrock@example.net,+61 432 145 626,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,None,164,111.56.225.250,0
2024-07-09,Christopher Morris,lkirby@example.com,+61.464.396.937,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,None,504,143.45.157.72,0
2024-08-03,Leah Arnold,reynoldsjoseph@example.net,07 2013 9574,5G Mobile Plan,Basic,Physical SIM,Existing Account,2,None,73,173.131.120.47,0
2024-04-06,Elizabeth Martinez,oliverandrew@example.com,(03)-3090-1544,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,None,326,194.57.56.64,0
2026-08-17,Linda Allen,lynnjohnson@example.com,1534 1188,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,None,133,130.238.20.156,0
2026-05-11,Melissa James,brownjoseph@example.net,(03)82511631,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,1,None,367,164.248.238.164,0
2024-02-17,Amanda Gibson,theresagraves@example.org,+61-499-831-325,5G Mobile Plan,Basic,Physical SIM,Existing Account,0,None,396,92.222.209.141,0
2025-08-21,Patricia Espinoza,hollandlarry@example.com,07-4470-8749,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,462,121.188.182.67,0
2026-03-15,Stephanie Torres,huangrebecca@example.org,0495 633 946,5G Mobile Plan,Basic,Physical SIM,New Unrecognized Account,2,None,404,175.235.157.146,0
2026-05-08,Leslie Thomas,williamortiz@example.com,(03)31169404,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,0,None,343,3.49.245.38,0
2025-09-25,Monique Ramirez,amandadavis@example.net,+61-454-062-459,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,1,None,192,20.188.108.42,0
2025-12-04,Amy Phillips,ilindsey@example.org,+61-487-336-119,5G Mobile Plan,Basic,eSIM via App,Existing Account,2,None,444,213.169.49.8,0
2024-01-01,Christina Ramos,leaton@example.org,4661-1610,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,0,None,327,46.51.209.165,0
2026-01-29,Andrew Dougherty,josephponce@example.com,(02)-5494-1091,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,0,None,150,1.168.96.146,0
2025-09-20,Sarah Morris,kathleengordon@example.net,0373236719,5G Mobile Plan,Premium,Physical SIM,Existing Account,0,None,421,86.132.80.181,0
2024-01-26,Jessica Hess,shannonbrown@example.net,03-2222-9915,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,2,None,459,157.105.128.35,0
2026-05-06,Timothy Grant,charlesortiz@example.com,0480.770.087,5G Mobile Plan,Basic,Physical SIM,Existing Account,1,None,247,204.97.218.95,0
2026-01-27,Kelly Rogers,michaelknapp@example.org,+61.402.465.435,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,None,482,111.147.123.126,0
2026-05-23,Kathleen Miller,vlopez@example.com,+61887826026,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,2,None,202,20.56.78.208,0
2024-04-10,Elizabeth Boyd,alexhughes@example.com,(08)38580086,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,0,None,134,24.20.231.222,0
2024-03-08,Sonia Webb,robertstewart@example.com,0478.094.354,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,2,None,147,92.69.120.214,0
2026-06-24,Holly Walker,acostadeanna@example.org,+61830153896,5G Mobile Plan,Essential,eSIM via App,New Unrecognized Account,0,None,133,42.1.14.28,0
2025-12-26,Teresa Walker,kimberly20@example.com,(08).3617.3359,5G Mobile Plan,Essential,Physical SIM,Existing Account,2,None,196,156.90.171.27,0
2026-01-09,Derrick Coffey,zbutler@example.com,07-6392-3709,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,1,None,275,49.152.71.63,0
2024-12-03,Antonio Roth,jessica19@example.org,(02)27961120,NBN Fixed Internet,NBN Standard,Physical SIM,Existing Account,1,None,353,20.111.5.93,0
2026-06-23,Rachel Johnson,troy82@example.net,+61.406.876.649,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,2,None,72,138.232.47.199,0
2026-02-21,Janet Sharp,benjaminjones@example.net,8288-8744,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,None,170,183.176.125.95,0
2026-01-27,Kelli Baker,shubbard@example.net,+61746414816,5G Mobile Plan,Premium,Physical SIM,Existing Account,1,None,245,50.193.0.218,0
2025-04-02,Tyler Wheeler,plarson@example.net,(07) 5719 8109,5G Mobile Plan,Basic,Physical SIM,New Unrecognized Account,1,None,466,198.192.146.233,0
2026-04-16,Kathy Rios,jwilliams@example.org,+61.456.693.897,5G Mobile Plan,Essential,eSIM via App,Existing Account,2,None,567,171.110.89.169,0
2026-02-10,Samuel Potter,juanrodriguez@example.net,2786-0597,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,2,None,437,46.62.72.254,0
2026-07-06,Alyssa Mclaughlin,caitlin42@example.net,(08)88340526,5G Mobile Plan,Premium,eSIM via App,Existing Account,2,None,81,221.145.166.75,0
2026-08-06,Janice Cook,laurenhines@example.net,+61 7 5669 1550,5G Mobile Plan,Essential,Physical SIM,New Unrecognized Account,0,None,541,145.85.57.112,0
2024-06-05,Lisa Reyes,brittany30@example.org,+61250980284,5G Mobile Plan,Premium,eSIM via App,New Unrecognized Account,9,None,7,192.168.1.1,1
2024-06-13,Mark Ferguson,hbrewer@example.net,+61.7.5959.0532,5G Mobile Plan,Premium,Physical SIM,Existing Account,2,None,491,160.75.136.169,0
2024-01-04,Mr. Roy Jones PhD,alexandra67@example.com,02 1659 4614,5G Mobile Plan,Essential,Physical SIM,Existing Account,1,None,298,128.26.191.71,0
2024-10-10,Joshua Walton,freemanjames@example.com,+61.459.095.004,5G Mobile Plan,Essential,Physical SIM,Existing Account,0,None,95,214.222.167.194,0
2024-12-05,Seth Bailey,paulaglover@example.org,+61 457 415 670,NBN Fixed Internet,NBN Standard,eSIM via App,Existing Account,2,None,569,138.145.196.180,0
2024-07-22,Philip Harrell,samanthamiller@example.net,3263-2574,5G Mobile Plan,Essential,eSIM via App,Existing Account,0,None,66,108.128.206.41,0
2024-07-26,Kiara Rogers,dbradley@example.com,+61-458-864-260,NBN Fixed Internet,NBN Standard,Physical SIM,New Unrecognized Account,0,None,326,194.143.140.153,0
2024-03-27,Brian Stephens,angela63@example.net,+61-440-738-323,5G Mobile Plan,Premium,Physical SIM,New Unrecognized Account,1,None,492,117.34.207.23,0
2024-03-30,Amanda Williams,jenniferblackwell@example.com,03-0813-5621,5G Mobile Plan,Premium,eSIM via App,Existing Account,1,None,151,56.124.148.26,0
2025-06-23,Christopher Lee,ratkinson@example.net,0371671679,5G Mobile Plan,Basic,eSIM via App,New Unrecognized Account,0,None,292,142.3.8.10,0
2026-01-25,Gary Long,santosjames@example.com,(08) 5283 7821,NBN Fixed Internet,NBN Standard,eSIM via App,New Unrecognized Account,1,None,97,33.59.57.84,0
